id_cliente,segmento_pyme,volumen_envios_mes,gasto_mensual,fecha_ultimo_despacho,fecha_ultima_entrega,dias_retraso_promedio,target_fuga
C-3091,Pyme-B,184,4023.83,2026-01-06,2026-01-08,1.7,0
C-3092,Pyme-A,14,228.01,2026-01-10,2026-01-07,-4.0,1
C-3093,Pyme-B,200,1468.58,2026-01-31,2026-02-02,1.8,0
C-3094,Pyme-A,199,3631.96,2026-01-16,2026-01-18,0.0,0
C-3095,Pyme-C,246,99999.0,2026-01-08,,,0
C-3096,Pyme-A,190,3240.04,2026-01-15,2026-01-16,0.9,0
C-3097,Pyme-C,193,824.32,2026-01-09,2026-01-13,1.8,0
C-3098,Pyme-C,182,3834.45,2026-01-06,2026-01-07,0.4,0
C-3099,Pyme-A,207,2091.37,2026-01-02,2026-01-05,0.3,0
C-3100,Pyme-C,194,-54.9,2026-01-14,,,0
C-3101,Pyme-A,81,3286.73,2026-01-23,2026-01-27,1.2,0
C-3102,Pyme-C,186,3713.04,2026-01-15,2026-01-18,0.4,0
C-3103,Pyme-C,132,4246.48,2026-01-10,2026-01-12,0.2,0
C-3104,Pyme-B,137,3834.98,2026-01-27,2026-01-24,-1.0,0
C-3105,Pyme-B,160,1297.82,2026-01-09,2026-01-12,1.4,0
C-3106,Pyme-C,145,2741.19,2026-01-20,2026-01-22,1.4,0
C-3107,Pyme-A,186,3500.0,2026-01-03,2026-01-06,1.3,0
C-3108,Pyme-C,216,3037.68,2026-01-23,2026-01-26,1.6,0
C-3109,Pyme-B,195,3936.85,2026-01-19,2026-01-22,0.5,0
C-3110,Pyme-B,73,99999.0,2026-01-24,,,0
C-3111,Pyme-C,167,2622.27,2026-01-20,2026-01-21,0.4,0
C-3112,Pyme-C,114,4423.25,2026-01-01,2026-01-03,0.0,0
C-3113,Pyme-C,243,1236.33,2026-01-26,2026-01-30,1.7,0
C-3114,Pyme-B,145,968.32,2026-01-26,2026-01-29,0.7,0
C-3115,Pyme-A,42,3170.29,2026-01-09,2026-01-11,1.4,0
C-3116,Pyme-B,116,2674.75,2026-01-01,2025-12-31,-3.0,0
C-3117,Pyme-B,141,3480.27,2026-01-01,2026-01-03,1.2,0
C-3118,Pyme-A,124,3885.15,2026-01-16,2026-01-19,1.8,0
C-3119,Pyme-A,205,1302.29,2026-01-15,2026-01-18,0.3,0
C-3120,Pyme-B,9,246.0,2026-01-24,2026-01-31,6.5,1
C-3121,Pyme-C,116,2890.29,2026-01-18,2026-01-22,1.4,0
C-3122,Pyme-A,93,-141.62,2026-01-26,,,0
C-3123,Pyme-B,56,4387.57,2026-01-01,2026-01-03,0.6,0
C-3124,Pyme-B,200,2776.81,2026-01-20,2026-01-22,0.3,0
C-3125,Pyme-A,192,99999.0,2026-01-10,,,0
C-3126,Pyme-C,120,3426.41,2026-01-03,2026-01-05,0.5,0
C-3127,Pyme-A,135,2472.05,2026-01-07,2026-01-11,1.9,0
C-3128,Pyme-B,84,1215.26,2026-01-25,2026-01-24,-1.0,0
C-3129,Pyme-B,169,892.26,2026-01-17,2026-01-18,1.0,0
C-3130,Pyme-A,127,4217.46,2026-01-17,2026-01-20,1.5,0
C-3131,Pyme-B,76,3647.08,2026-01-31,2026-02-03,0.2,0
C-3132,Pyme-C,73,1559.19,2026-01-13,2026-01-16,0.1,0
C-3133,Pyme-C,69,815.21,2026-01-22,2026-01-26,1.9,0
C-3134,Pyme-A,125,2527.44,2026-01-17,2026-01-20,0.1,0
C-3135,Pyme-C,119,883.18,2026-01-21,2026-01-23,1.5,0
C-3136,Pyme-B,91,1512.42,2026-01-11,2026-01-13,0.6,0
C-3137,Pyme-C,70,1808.82,2026-01-04,2026-01-05,0.3,0
C-3138,Pyme-C,183,2702.02,2026-01-12,2026-01-15,0.4,0
C-3139,Pyme-B,109,1323.76,2026-01-10,2026-01-14,1.4,0
C-3140,Pyme-A,83,99999.0,2026-01-11,2026-01-08,-4.0,0
C-3141,Pyme-A,73,907.27,2026-01-02,2026-01-04,1.8,0
C-3142,Pyme-B,53,1118.64,2026-01-23,2026-01-26,0.8,0
C-3143,Pyme-C,201,3893.85,2026-01-20,2026-01-23,1.4,0
C-3144,Pyme-B,125,-117.09,2026-01-18,,,0
C-3145,Pyme-A,233,3628.38,2026-01-03,2026-01-07,1.1,0
C-3146,Pyme-B,64,2485.66,2026-01-23,2026-01-26,1.4,0
C-3147,Pyme-B,99,4305.56,2026-01-29,2026-02-01,0.3,0
C-3148,Pyme-B,7,148.02,2026-01-22,2026-02-01,8.2,1
C-3149,Pyme-B,156,2603.77,2026-01-04,2026-01-06,0.1,0
C-3150,Pyme-B,158,3929.34,2026-01-12,2026-01-15,0.6,0
C-3151,Pyme-C,72,2679.41,2026-01-23,2026-01-24,0.8,0
C-3152,Pyme-B,182,3202.97,2026-01-18,2026-01-16,-4.0,0
C-3153,Pyme-C,145,1682.73,2026-01-06,2026-01-08,0.5,0
C-3154,Pyme-B,56,2060.64,2026-01-19,2026-01-22,1.6,0
C-3155,Pyme-B,185,99999.0,2026-01-08,,,0
C-3156,Pyme-A,209,3277.54,2026-01-23,2026-01-27,1.5,0
C-3157,Pyme-B,69,2991.0,2026-01-18,2026-01-19,0.9,0
C-3158,Pyme-B,85,1939.73,2026-01-20,2026-01-21,0.8,0
C-3159,Pyme-C,248,3006.7,2026-01-11,2026-01-14,1.6,0
C-3160,Pyme-C,209,1027.48,2026-01-05,2026-01-08,0.4,0
C-3161,Pyme-C,247,800.68,2026-01-05,2026-01-07,0.3,0
C-3162,Pyme-C,114,2242.94,2026-01-07,2026-01-09,1.2,0
C-3163,Pyme-C,121,1909.02,2026-01-22,2026-01-25,1.6,0
C-3164,Pyme-B,223,4435.55,2026-01-03,2025-12-31,-1.0,0
C-3165,Pyme-C,170,2295.53,2026-01-10,2026-01-11,0.3,0
C-3166,Pyme-B,180,-106.0,2026-01-12,,,0
C-3167,Pyme-A,112,4003.01,2026-01-23,2026-01-26,0.5,0
C-3168,Pyme-B,200,1977.07,2026-01-13,2026-01-15,0.8,0
C-3169,Pyme-C,94,3251.2,2026-01-07,2026-01-10,0.9,0
C-3170,Pyme-B,132,99999.0,2026-01-28,,,0
C-3171,Pyme-C,72,1296.83,2026-01-01,2026-01-02,0.1,0
C-3172,Pyme-C,164,3234.33,2026-01-05,2026-01-07,1.9,0
C-3173,Pyme-A,204,3781.98,2026-01-29,2026-02-02,1.7,0
C-3174,Pyme-C,148,3106.02,2026-01-14,2026-01-17,0.9,0
C-3175,Pyme-B,138,2114.64,2026-01-20,2026-01-21,0.4,0
C-3176,Pyme-C,9,261.7,2026-01-17,2026-01-15,-4.0,1
C-3177,Pyme-C,187,2157.79,2026-01-19,2026-01-22,2.0,0
C-3178,Pyme-C,134,1218.71,2026-01-23,2026-01-24,1.0,0
C-3179,Pyme-A,226,3505.78,2026-01-25,2026-01-28,2.0,0
C-3180,Pyme-B,172,1089.47,2026-01-03,2026-01-05,1.8,0
C-3181,Pyme-B,201,3544.24,2026-01-03,2026-01-07,1.9,0
C-3182,Pyme-C,178,3752.96,2026-01-02,2026-01-04,0.6,0
C-3183,Pyme-C,239,839.9,2026-01-29,2026-01-31,0.9,0
C-3184,Pyme-C,227,2026.6,2026-01-26,2026-01-28,0.7,0
C-3185,Pyme-B,82,99999.0,2026-01-24,,,0
C-3186,Pyme-B,226,3704.58,2026-01-21,2026-01-23,0.5,0
C-3187,Pyme-C,83,2919.58,2026-01-10,2026-01-14,1.3,0
C-3188,Pyme-C,46,-100.56,2026-01-28,2026-01-26,-3.0,0
C-3189,Pyme-A,197,1839.6,2026-01-01,2026-01-05,1.7,0
C-3190,Pyme-A,194,1446.07,2026-01-05,2026-01-09,1.2,0
C-3191,Pyme-B,134,3789.01,2026-01-23,2026-01-24,0.5,0
C-3192,Pyme-B,86,3757.68,2026-01-11,2026-01-13,1.7,0
C-3193,Pyme-A,192,4255.58,2026-01-16,2026-01-18,0.3,0
C-3194,Pyme-B,100,3244.47,2026-01-06,2026-01-08,1.5,0
C-3195,Pyme-C,227,3914.78,2026-01-09,2026-01-10,0.1,0
C-3196,Pyme-A,82,2516.86,2026-01-16,2026-01-19,1.0,0
C-3197,Pyme-C,99,2205.26,2026-01-16,2026-01-19,1.4,0
C-3198,Pyme-A,175,4020.03,2026-01-30,2026-02-01,0.0,0
C-3199,Pyme-B,213,1968.05,2026-01-31,2026-02-02,1.1,0
C-3200,Pyme-A,176,99999.0,2026-01-14,2026-01-11,-3.0,0
